Mship No,Company Name,Address,Name,Ph (Off),Email,Business Sector(s),Business Speciality
,RAAZEE THERAPEUTICS (PVT) LTD.,Kasur - 48 KM LAHORE KASUR ROAD DRUGS & PHARMACEUTICALS,,111666900,,"SYRUPS, TABLETS, CAPSULES",
,SALLOUS INDUSTRIES,Kasur - LTD. 45 KM MULTAN ROAD ELASTIC,,4540098,,ELASTICS,
,TRANS PAK STEEL (PVT) LTD,Kasur - 46 KM MULTAN ROAD ELECTRIC FURNACE,,5221327,,M.S. BILOT/ INGOT,
,SAYA COTTON MILLS,Kasur - (PVT) LTD. EMBROIDERY,,5838822,,EMBROIDERED CLOTH 4 MACHINES,
,SULEMAN QAYYUM STEEL PVT.,Kasur - LTD. 40 KM FEROZEPUR ROAD FOUNDRY PRODUCTS,,,,M.S. BILOT/ INGOT,
,FRESH JUICES LTD.,Kasur - 62 KM MULTAN RAOD BHAIPHERU FRUIT JUICES,,5388238,,FRUIT JUICES,
,POPULAR FOOD INDUSTRIES,Kasur - (PVT) LTD. (UNIT NO.2) 49 KM MULTAN ROAD SARFRAZ NAGAR FRUIT JUICES,,4540177,,FRUIT JUICES 15000 TH.LITES,
,STANDARD FRUITS LTD,Kasur - 46TH KM MULTAN ROAD FRUIT JUICES,,4540137,,"TETRA PACK, BOTTLES",
,JAMAL TUBE MILLS,Kasur - (PVT) LTD. RAIWIND MANGA ROAD G.I. / M.S.PIPES,,7650707-7662628,,G.I. PIPE,
,MASHALLAH GLUE FACTORY,Kasur - 42 K.M. FEROZEPUR ROAD GLUE,,2716164,,GLUE 600 GALLON,
,AMIRA TEXTILES (PVT) LTD.,Kasur - 3 KM OFF MANGA RAIWIND ROAD HOSIERY PRODUCTS,,5393705-6,,HOSIERY PRODUCTS,
,"GULZAR KNITTING (PVT) LTD.,",Kasur - 3.5 KM RAIWIND MANGA ROAD HOSIERY PRODUCTS,,5393430,,SPORTS SOCKS 230 MACHINES,
,ITAL SPORTS (PVT) LTD.,Kasur - 60 KM MULTAN ROAD BHAI PHERU HOSIERY PRODUCTS,,4388153,,SPORTS SOCKS 225 TH.DOZEN,
,"KOHENOOR HOSIERY, (DIVISION OF KWML),",Kasur - 8 KM MANGA RAIWIND ROAD www.kohinoorweaving.com HOSIERY PRODUCTS,,539141-5,,SOCKS 250 MACHINES,
,RECTO INDUSTRIES,Kasur - (PVT) LTD. 4 KM MANGA RAIWIND ROAD HOSIERY PRODUCTS,,5393465-7,,HOSIERY PRODUCTS,
,LEVER BROTHERS,Kasur - PAKISTAN LTD. 46 KM.MULTAN ROAD MANGA NATHEY JAGIR &3 ICE CREAM,,0342-7390192,,ICE CREAM,
,WALLS ICE CREAM FACTORY,Kasur - 46 KM MULTAN ROAD ICE CREAM,,4540301-7,,ICE CREAM,
,HUDABIYA ENGINEERING (PVT) LTD.,Kasur - MANGA RAIWIND ROAD INDUSTRIAL MACHINERY,,5118062,,SUGAR MILL PARTS,
,POINEER JUTE MILLS,Kasur - 42 KM LAHORE MULTAN ROAD JUTE TEXTILE,,5384197-8,,JUTE PRODUCTS,
,S.K.M. TEXTILE MILLS,Kasur - 3 KM MANGA ROAD LEATHER & LEATHER PRODUCTS,,5393152,,REXIN,
,SABINA POLYMER PRODUCTS CHAK NO.65 MANGA RAIWIND ROAD,Kasur - LEATHER & LEATHER PRODUCTS,,5393072,,REXIN,
,AB GAS COMPANY,"Kasur - 75 KM MULTAN ROAD , 5865271 LPG GAS",,5884450,,LPG GAS,
,GHANI AUTOMOBILE INDUSTRY LTD.,Kasur - 49 KM MULTAN ROAD SARFRAZ NAGAR MOTOR CYCLE / RICKSHAW,,0300-4003049,,MOTOR CYCLES,
,KOHINOOR MOTOR WORKS LTD.,Kasur - 43 KM MULTAN ROAD MANGA MANDI MOTOR CYCLE / RICKSHAW,,0342-359083,,MOTOR CYCLES,
,OYSTER INDUSTRIES,Kasur - (PVT) LTD. 6 KM OFF KASUR (FEROZEPUR ROAD) MOTORS / PUMPS,,0492-002300,,TUBE WELL PUMPS,
,YARMROUK PAPER BOARD INDUSTRIES,"Kasur - (PVT) LTD. 61 KM JUMBER KHURD MULTAN ROAD BHAI PHERU , 4388245 PACKAGES",,4388301,,CORRUGATED BOX,
,ACCORD PROCESSING & TRADINGS (PVT) LTD.,Kasur - 61 KM MULTAN ROAD JUMBER KHURD BHAI PHERU PAPER AND PAPER BOARD,,4388301,,PAPER BOARD,
,CENTURY PAPER AND BOARD MILLS,"Kasur - LTD 66 KM MULTAN ROAD PHOOLNAGAR , www.centurypaper.com.pk PAPER AND PAPER BOARD",,4510061-2,,"PULP, PAPER & BOARD, CORRUGATED BOXES",
,HUDAIBIA PAPER MILLS,Kasur - LTD. 2/3 KM.MANGA RAIWIND ROAD PAPER AND PAPER BOARD,,6368401,,PAPER,
,NEWTON GATTA INDUSTRIES,Kasur - (PVT) LTD. 63 KM MULTAN ROAD PAPER AND PAPER BOARD,,4511501,,GATTA PATTI,
,PREMIER PAPER PRODUCTS (PVT) LTD.,Kasur - CHUNIAN PAPER AND PAPER BOARD,,,,PAPER,
,PRESTIGE PAPER AND BOARD (PUBLIC) MILLS,"Kasur - LTD. RAIWIND MANGA ROAD 7 KM NEAR RAVI SPINNING , PAPER AND PAPER BOARD",,5354366,,TISSUE PAPERS,
,TASSEER PAPER & BOARD MILLS,Kasur - (PVT) LTD. MANGA RAIWIND ROAD PAPER AND PAPER BOARD,,,,PAPER BOARD,
,FAST LINE (PVT) LTD.,"Kasur - VILLAGE KAMOGIL 49 KM MULTAN ROAD , 111-000-700 PENCILS/ BALL POINTS",,4540081-2,,PENCILS 5200000 DOZEN,
,SAYYED STATIONERY (PVT) LTD.,"Kasur - 1 KM., HEAD BALLOKI ROAD BHAIPHERU PHOOL NAGAR , 111-000-700 PENCILS/ BALL POINTS",,4510824,,BALL POINT,
,DOABA PLASTIC PRODUCTS (PVT) LTD.,Kasur - 3 KM MANGA RAIWIND ROAD PLASTIC PRODUCTS,,5834158-5834495,,PLASTIC PRODUCTS,
,LUCKY PLASTIC (PVT) LTD.,Kasur - PLASTIC PRODUCTS,,4540059,,PVC SHEETS,
,WAZIRABAD PLOY INDUSTRIES,Kasur - PVT. LTD. 48 K.M. MULTAN ROAD NATHE JAGEER PLASTIC PRODUCTS,,6687411-2,,PVC SHEETS,
,AMI POLYPROPYLENE (PVT) LTD.,Kasur - RAIWIND KASUR ROAD POLY PROPYLENE BAGS,,0300-6591891,,POLY PROPYLENE BAGS,
,AMTUAL REHMAN INDUSTRIES,Kasur - (PVT) LTD. 58 KM MULTAN ROAD JANBER POLY PROPYLENE BAGS,,,,POLY PROPYLENE BAGS,
,"ARFEEN POLY INDUSTRIES,",Kasur - 5-KM.RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,0300-8477234,,POLY PROPYLENE BAGS,
,DAE DUCK CORPORATION (PVT) LTD.,Kasur - 6 KM RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,,,POLY PROPYLENE BAGS,
,DOABA PLASTICS (PVT) LTD.,Kasur - 3 KM MANGA RAIWIND ROAD POLY PROPYLENE BAGS,,04951-5391184,,POLY PROPYLENE BAGS,
,JAN POLY BAGS (PVT,"Kasur - LTD., 8-KM.MANGA RAIWIND ROAD POLY PROPYLENE BAGS",,,,POLY PROPYLENE BAGS,
,LAHORE POLYPROPLENE INDUSTRIES,"Kasur - (PVT) LTD., 45-KM. MULTAN ROAD POLY PROPYLENE BAGS",,0321-4393001,,POLY PROPYLENE BAGS,
,MADINA POLY PACK (PVT) LTD.,Kasur - 2 KM. RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,,,POLY PROPYLENE BAGS,
,POLY PACKAGES (PVT) LTD.,Kasur - MANGA RAIWIND ROAD POLY PROPYLENE BAGS,,5392112,,POLY PROPYLENE BAGS,
,RAG LINES (PVT) LTD.,Kasur - RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,,,POLY PROPYLENE BAGS,
,RAJ (PVT) LTD.,Kasur - RAIWIND MANGA ROAD RAIWIND POLY PROPYLENE BAGS,,5397311,,POLY PROPYLENE BAGS,
,RIAZUDDIN POLY PACKAGES (PVT) LTD.,Kasur - 5 KM RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,5392112,,POLY PROPYLENE BAGS,
,SAMEER POLYPROPLENE PRODUCTS,Kasur - 3-KM.ROHIDRAIN RAIWIND MANGA ROAD POLY PROPYLENE BAGS,,0300-8880557,,POLY PROPYLENE BAGS,
,TAJ INDUSTRIES,"Kasur - PVT. LTD. 46 K.M, MULTAN ROAD BHAI PHERU POLY PROPYLENE BAGS",,,,POLY PROPYLENE BAGS,
,ZAIB POLYPROYLENE PRODUCTS (PVT)LTD.,Kasur - 45 KM. MULTAN ROAD POLY PROPYLENE BAGS,,0301-4172835,,POLY PROPYLENE BAGS,
,K & N'S FEED,Kasur - 6 KM RAIWIND MANGA ROAD RAIWIND . 5392707 POULTRY FEED,,5392708-14,,POULTRY FEED,
,SHARIFA POULTRY FEEDS (PVT) LTD.,Kasur - KOT RADHA KISHAN CHANGA MANGA ROAD POULTRY FEED,,5384879,,POULTRY FEED,
,SUTLEJ FEED LTD.,Kasur - 42 KM MULTAN ROAD POULTRY FEED,,5383509,,POULTRY FEED,
,CENTURY POWER GENERATION LTD.,Kasur - 60 KM MULTAN ROAD JUMBER KHURD www.century.com.pk POWER GENERATION,,4442336,,ELECTRICITY,
,CHAKWAL ELECTRIC SUPPLY COMPANY LTD.,Kasur - 49-K.M MULTAN ROAD POWER GENERATION,,5830872-5832125,,ELECTRICITY,
,"DIN POWER LTD.,",Kasur - 60-KM. MULTAN ROAD JAMBER KALAN POWER GENERATION,,,,ELECTRICITY,
,ELLAHI ELECTRIC CO. LIMITED,Kasur - 63-KM. MANGA MANDI RAIWIND ROAD POWER GENERATION,,5383773-6,,ELECTRICITY,
,GENERTECH PAKISTAN LTD.,Kasur - 49 KM MULTAN ROAD BHAI PHERU POWER GENERATION,,4542273,,ELECTRICITY,
,GULISTAN POWER GENERATIONS LTD.,Kasur - 63 KM MULTAN ROAD JUMBER KHURD POWER GENERATION,,5388456,,ELECTRICITY,
,KOHINOOR WEAVING MILLS,"Kasur - LTD, 8 KM MANGA RAIWIND ROAD POWER GENERATION",,5391941-5,,ELECTRICITY,
,SAPPHIRE POWER GENERATION,Kasur - 64 KM MULTAN ROAD JAMBER KHURD PHOOL NAGAR POWER GENERATION,,4731014,,ELECTRICITY,
,HAYAT VINYL (PVT) LTD.,Kasur - 43 KM MULTAN ROAD MANGA MANDI PVC PIPE,,,,PVC PIPE 250 RFT,
,RAJJEE (PVT) LTD.,Kasur - O.9 KM OFF RAIWIND MANGA ROAD SPECIALIZED TEXTILE,,,,FUSIBLE INTER LINING,
,BROTHER SUGAR MILLS,Kasur - LTD. KASUR ROAD CHUNIAN SUGAR,,049-4310215-6,,SUGAR,
,"MAKKA SUGAR MILLS, KOT RADHA KISHAN","Kasur - , 35390922, FAX: 042- 35390921 SUGAR",,042-35393045,,SUGAR,
,SURJICAL TEXTILES (PVT) LTD.,Kasur - 70 KM. LAHORE MULTAN ROAD PATTOKI SURGICAL COTTON / BANDAGES,,7592821,,GAUS SWEBS,
,LIFELINE ENTERPRISES,Kasur - (PVT) LTD. 4 KM RAIWIND MANGA ROAD SYRINGES,,5391887,,SYRINGES,
,RAVI MEDICAL SUPPLIES (PVT) LTD.,Kasur - PAJEEIAN ROAD RAIWIND SYRINGES,,5391001,,SYRINGES,
,ABID RAZAQ TANNERY NIAZ NAGAR,Kasur - TANNERY,,2761334,,WET BLUE,
,AHMAD ALI TANNERIES (MASTER LEATHER) NIAZ NAGAR,Kasur - TANNERY,,2760120,,WET BLUE HIDES 200 TH. SQ.FT,
,AHMAD TARIQ TANNERY NIAZ NAGAR,Kasur - TANNERY,,2762774,,WET BLUE 75 TH.SQ.FT.,
,AKBAR TANNERY NIAZ NAGAR TANNERY,Kasur -,,,,WET BLUE,
,AL KHAIR TANNERY NIAZ NAGAR TANNERY,Kasur -,,,,WET BLUE,
,AL NOOR TANNERY (UNIT NO.2) NIAZ NAGAR,Kasur - TANNERY,,2761749,,WET BLUE,
,BARKAT MASEH TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2761383,,WET BLUE HIDES 100 TH. SQ.FT,
,BARKAT TANNERY MANGAL MANDI TANNERY,Kasur -,,,,WET BLUE,
,F.K. TANNERY MANGAL MANDI,Kasur - TANNERY,,2761413,,WET BLUE,
,FAISAL SHAHZAD TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2762065,,WET BLUE,
,FAZAL UR REHMAN TANNERY NIAZ NAGAR,Kasur - TANNERY,,2761321,,WET BLUE,
,H. RIAZ TANNERIES DIN GARH TANNERY,Kasur -,,,,WET BLUE HIDES 100 TH. SQ.FT,
,HABIB AFZAL TANNERY MANGAL MANDI,Kasur - TANNERY,,2720351,,WET BLUE,
,HAFIFZ BROTHERS,Kasur - TANNERY YOUNAS NAGAR TANNERY,,2770308,,WET BLUE,
,KAMRAN TANNERY KOT MOULVI ABDUL QADIR,Kasur - TANNERY,,0300-6598900,,WET BLUE,
,M.H. TANNERY,Kasur - 8 KM KASUR LAHORE ROAD TANNERY,,2716402,,WET BLUE,
,MAQBOOL AHMED TANNERIES DIN GARH TANNERY,Kasur -,,,,WET BLUE HIDES 400 TH. SQ.FT,
,MIRZA YOUNAS TANNERY NIAZ NAGAR,Kasur - TANNERY,,2771046,,WET BLUE,
,MUBARAK TANNERY NIAZ NAGAR,Kasur - TANNERY,,2770459,,WET BLUE,
,MUBASHAR ELAHI TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2762936,,WET BLUE HIDES 250 TH. SQ.FT,
,MUHAMMAD HALEEM TANNERIES NIAZ NAGER TANNERY,Kasur -,,,,WET BLUE HIDES 400 TH. SQ.FT,
,PAK TANNERIES NIAZ NAGAR TANNERY,Kasur -,,,,WET BLUE HIDES 150 TH. SQ.FT,
,S.A. LONDON (JOB WORK) NIAZ NAGAR,Kasur - TANNERY,,2761531,,WET BLUE,
,S.F. LEATHER YOUNAS NAGAR,Kasur - TANNERY,,2761803-4,,WET BLUE,
,SALEEM TANNERIES KOT MAULVI ABDUL QADIR TANNERY,Kasur -,,,,WET BLUE HIDES 150 TH. SQ.FT,
,SARDAR TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2762220,,WET BLUE HIDES,
,SH. MUHAMMAD RASHID & SONS,Kasur - DIN GARH TANNERY,,,,WET BLUE HIDES 500 TH. SQ.FT,
,SHAH QADIR TANNERY MANGAL MANDI,Kasur - TANNERY,,2761116,,WET BLUE HIDES 150 TH. SQ.FT,
,SHAHID IQBAL TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2760592,,WET BLUE HIDES 300 TH. SQ.FT,
,SYED AKRAM TANNERIES NIAZ NAGAR,Kasur - TANNERY,,2770404,,WET BLUE 100 TH. SQ.FT,
,USMAN SALEEM TANNERY DIN GARH TANNERY,Kasur -,,,,WET BLUE,
,YOUQUB BHOLA TANNERY NIAZ NAGAR TANNERY,Kasur -,,,,WET BLUE,
,"AL-FAROOQ EXPORTORS, NIZAMPURA ROAD BHASSARPARA",Kasur - TENTS,,2761512,,TENTS,
,ASAD JAWAD TENTAGE & TEXTILE INDUSTRIES,"Kasur - LTD, FEROZEPUR ROAD TENTS",,0300-9664869,,TENTS,
,"HUSSAIN INDUSTRIES, NIZAMPURA ROAD","Kasur - , 0300-4846487 TENTS",,2762458,,TENTS,
,"SG. TEXTILE,","Kasur - 8.5 KM FEROZEPUR ROAD , 2770026 TENTS",,2761904,,TENTS,
,"SHAHID TEXTILE INDUSTRIES,","Kasur - 7.5 KM KASUR FEROZEPUR ROAD , 5831820 TENTS",,042-5865204,,TENTS,
,ARUJ GARMENT ACCESSORIES LTD.,Kasur - 2 KM RAIWIND MANGA ROAD TEXTILE PROCESSING,,5358061,,BLEACHED CLOTH,
,NEW NATIONAL CLOTH CALENDERING INDUSTRIES,Kasur - LULYANI ADDA TEXTILE PROCESSING,,,,PROCESSED CLOTH,
,SAPHIRE FIBRES LTD.,Kasur - 3.5 KM RAIWIND MANGA ROAD TEXTILE PROCESSING,,5392373,,PROCESSED CLOTH,
,SAPHIRE FINISHING MILLS,Kasur - LTD. 2-KM. RAIWIND MANGA ROAD TEXTILE PROCESSING,,5750410,,PROCEED CLOTH,
,SEVEN STAR TEXTILE SPINNING MILLS,Kasur - RAIWIND MANGA ROAD TEXTILE SPINNING 2005 C COTTON YARN 8000 SPINDLES,,2005147,,,
,AKRAM WEAVING FACTORY MADINA COLONY,Kasur - TEXTILE WEAVING,,5710332,,GREY CLOTH,
,AL-MANZOOR WEAVING MILLS,Kasur - (PVT) LTD. 50 KM. MULTAN ROAD NEAR BHAIPHEU TEXTILE WEAVING,,,,GREY CLOTH,
,AL-NOOR FABRICS SARDAR COLONY ST.NO.2 GENERAL BUS STAND,Kasur - TEXTILE WEAVING,,2763220,,GREY CLOTH,
,APEX FABRICS LTD.,Kasur - 47 KM MULTAN ROAD DINA NATH BHAIPHERU TEXTILE WEAVING,,9595322,,GREY CLOTH,
,BUKHARI WEAVING (PVT) LTD.,Kasur - 56-K.M FEROZEPUR ROAD TEXTILE WEAVING,,,,GREY CLOTH,
,CLYTEX TEXTILE LTD.,Kasur - 47-KM MULTAN ROAD TEXTILE WEAVING,,0300-2231431,,GREY CLOTH,
,CNC TEXTILES (PVT) LTD.,Kasur - 52-KM MULTAN ROAD TEXTILE WEAVING,,5889851-3,,GREY CLOTH,
,CRYSTAL EXPORT (PVT) LTD.,Kasur - 40-KM FEROZEPUR ROAD TEXTILE WEAVING,,4450441-4,,GREY CLOTH,
,DAB TAU TEXTILE INDUSTRIES,Kasur - 46 KM FEROZEPUR ROAD TEXTILE WEAVING,,0342-7358382,,GREY CLOTH,
,ELAHI TEXTILE MILLS,Kasur - LTD. 49 KM MULTAN ROAD BHAIPHERU PHOOL NAGAR TEXTILE WEAVING,,4844445,,GREY CLOTH,
,GHAZI TEXTILE LTD.,Kasur - 49 KM MAIN MULTAN ROAD TEXTILE WEAVING,,45764026,,GREY CLOTH,
,H. JALAL DIN AND SONS,Kasur - NAZSDIR MANZIL ST.NO.5 SYED CHIRAGH SHAH TOWN TEXTILE WEAVING,,2720175,,GREY CLOTH,
,HAJI ANWAR POWER LOOMS KOT KHU DULAT WALA,Kasur - TEXTILE WEAVING,,2760285,,CANVAS CLOTH,
,HAJI FAZAL KARIM WEAVING MILLS,Kasur - (PVT) LTD. 7 KM RAIWIND ROAD MANGA ROSSAABAD TEXTILE WEAVING,,5362036,,GREY CLOTH,
,HAJI MUHAMMAD ASGHAR WEAVING FACTORY FAZAL KHAN COLONY,Kasur - TEXTILE WEAVING,,2761027,,GREY CLOTH,
,HAJI MUHAMMAD SHAFI WEAVING FACTORY KOT AMIR BAZ KHAN TEXTILE WEAVING,Kasur -,,,,GREY CLOTH,
,HAJI MUNAWAR POWER LOOMS KOT KHU DULAT RAM,Kasur - TEXTILE WEAVING,,2770182,,CANVAS CLOTH,
,HAJI RAHMAT POWER LOOMS KOT BHASSAR PURA,Kasur - TEXTILE WEAVING,,0301-7241335,,GREY CLOTH,
,HAJI SHAFI MUHAMMAD KOT BHASSAR PURA,Kasur - TEXTILE WEAVING,,2772986,,GREY CLOTH,
,HAKKIM TEXTILE MILL LTD.,"Kasur - 2.5 KM., KOT RADHA KISHIN ROAD BHAI PHERU TEXTILE WEAVING",,,,GREY CLOTH,
,HARAL TEXTILES LTD.,Kasur - 38 KM FEROZEPUR ROAD MUSTAFABAD TEXTILE WEAVING,,04952-450437,,GREY CLOTH,
,HASHER FABRICS (SERVICE FABRICS) LTD.,Kasur - 3-KM MANGA RAIWIND ROAD TEXTILE WEAVING,,538370-9,,GREY CLOTH,
,ISLAM POWER LOOMS FEROZEPUR ROAD,Kasur - TEXTILE WEAVING,,2771661,,GREY CLOTH,
,JAN MOHAMMAD TEXTILE MILLS,Kasur - LTD. 58 KM MULTAN ROAD JUMBER TEXTILE WEAVING,,03493-3505,,GREY CLOTH,
,JET ERA TEXTILE MILLS,Kasur - LTD. 3.5 KM RAIWIND MANGA ROAD TEXTILE WEAVING,,5391362,,GREY CLOTH,
,KARIM FABRICS,Kasur - 40-KM FEROZEPUR ROAD TEXTILE WEAVING,,4450432,,GREY CLOTH,
,KASUR FABRICS (PVT) LTD.,Kasur - 46 KM FEROZEPUR ROAD TEXTILE WEAVING,,,,COTTON CLOTH,
,KOHINOOR LOOMS LTD.,Kasur - 8 KM MANGA ROAD MOUZA ROSA BHAIL TEXTILE WEAVING,,2005073-4,,GREY CLOTH,
,KOHINOOR RAIWIND MILLS,Kasur - LTD. 8 KM MANGA RAIWIND ROAD www.kohinoorweaving.com TEXTILE WEAVING,,5350081-82,,GREY CLOTH,
,KOHINOOR WEAVING TEXTILE MILLS,"Kasur - (PVT) LTD (UNIT NO.1), 5 KM RAIWIND MANGA ROAD TEXTILE WEAVING",,5391941,,GREY CLOTH,
,KRONOS CORPORATION (PVT) LTD.,Kasur - 45 KM MULTAN ROAD TEXTILE WEAVING,,,,GREY CLOTH,
,LAWPRIMO TEXTILE MILLS,Kasur - (PVT) LTD. 46-KM FEROZEPUR ROAD TEXTILE WEAVING,,2716413-4,,GREY CLOTH,
,LIAQAT ALI WEAVING FACTORY KOT AMIR BAZ KHAN,Kasur - TEXTILE WEAVING,,2761894,,GREY CLOTH,
